Mari,Simpzdon,Mary,Simpson,0.91,,,,,,,
Krijten,Simpzon,Kristen,Simpson,0.59,,,,,,,
Bret,Mentest,Brett,Mendez,0.96,,,,,,,
Pilip,Tuanea,Phillip,Turner,0.68,,,,,,,
Franglin,Greckori,Franklin,Gregory,0.000999877,,,,,,,
Fransisko,Wilton,Francisco,Wilson,0.67,,,,,,,
Mari,Donmoyea,Marie,Donmoyer,0.85,,,,,,,
Ronalt,Jamej,Ronald,James,0.77,,,,,,,
Frangk,Romero,Frank,Romero,0.94,,,,,,,
Royora,Santea,Rosaura,Santee,0.58,,,,,,,
Denij,Peakei,Denis,Peachey,0.64,,,,,,,
Kely,Keltey,Kelly,Kelsey,0.59,,,,,,,
Pamela,Syntea,Pamela,Synder,1,,,,,,,
Stajei,Joatan,Stacey,Jordan,0.76,,,,,,,
Mikael,Baili,Michael,Baily,0.98,,,,,,,
Kely,Campoj,Kelly,Campos,0.62,,,,,,,
Telma,Ambrojde,Thelma,Ambrose,0.64,,,,,,,
Jon,Tiplea,John,Tipler,0.56,,,,,,,
Donalt,Milea,Donald,Miller,0.88,,,,,,,
Joyep,Rupl,Joseph,Ruble,0.63,,,,,,,
Stepen,Snitea,Stephen,Snider,0.05,,,,,,,
Bradi,Napia,Brady,Napier,0.67,,,,,,,
Gari,Tomjon,Gary,Thompson,0.64,,,,,,,
Amanta,Cleckkhoahn,Amanda,Cleghorn,0.53,,,,,,,
Brukck,Cail,Bruce,Cahill,0.74,,,,,,,
Judy,Jonej,Judi,Jones,0.71,,,,,,,
Brat,Larencck,Brad,Lawrence,0.85,,,,,,,
Chrizdyan,Croje,Christian,Croce,0.06,,,,,,,
Maahhda,Amprost,Martha,Ambrose,0.52,,,,,,,
Dona,Tuanea,Donna,Turner,0.81,,,,,,,
Ramon,Liz,Ramon,Lewis,0.6,,,,,,,
Yvone,Jonsdd,Yvonne,Jones,0.7,,,,,,,
Ezdea,Hins,Esther,Hines,0.88,,,,,,,
Conjtanstt,Pena,Constance,Pena,0.87,,,,,,,
Waldea,Colins,Walter,Collins,0.04,,,,,,,
Arduah,Kendal,Arthur,Kendall,0.09,,,,,,,
Timodi,Telo,Timothy,Tello,0.87,,,,,,,
Jojdep,Lea,Joseph,Lee,0.83,,,,,,,
Morin,Brya,Maureen,Brewer,0.63,,,,,,,
Geoack,Cuninkam,George,Cunningham,0.72,,,,,,,
Edin,Jontsdon,Edwin,Johnson,0.71,,,,,,,
Mildon,Odiz,Milton,Otis,0.73,,,,,,,
Bopy,Vinjt,Bobbie,Vines,0.06,,,,,,,
Jejjtika,Rujdt,Jessica,Rush,0.62,,,,,,,
Deniz,Bron,Denise,Brown,0.54,,,,,,,
Etaahhd,Tuanea,Edward,Turner,0.74,,,,,,,
Kadi,Bentztamin,Kathy,Benjamin,0.004015576,,,,,,,
Pol,Lavemaleleua,Paul,Lafemaleleur,0.87,,,,,,,
Mat,Rondrea,Matt,Rountree,0.93,,,,,,,
Orlanto,Walak,Orlando,Wallace,0.56,,,,,,,
Elistabed,Okivemalea,Elizabeth,Okeefemalee,0.95,,,,,,,
Loren,Santeahj,Loren,Sanders,0.81,,,,,,,
Thomajt,Letxwoaht,Thomas,Letchworth,0.9,,,,,,,
Ceckil,Risdinsyah,Cecil,Risinger,0.54,,,,,,,
Nel,Bek,Nell,Beck,0.93,,,,,,,
Sypil,Campel,Syble,Campbell,0.54,,,,,,,
Rick,Loia,Rich,Loya,0.51,,,,,,,
Alpeat,Rixarhd,Albert,Richard,0.77,,,,,,,
Elsta,Mayon,Elsa,Mason,0.63,,,,,,,
Wenty,Thipodoecs,Wendy,Thibodaux,0.96,,,,,,,
Etarht,Muaahh,Edward,Moore,0.84,,,,,,,
Josdtefin,Madeahly,Josephine,Matherly,0.09,,,,,,,
Brenta,Clarhkk,Brenda,Clark,0.51,,,,,,,
Ronalt,Wepea,Ronald,Weber,0.1,,,,,,,
Ramiro,Snel,Ramiro,Snell,0.98,,,,,,,
Louij,Yi,Louise,Yee,0.78,,,,,,,
Eucken,Mcmasteah,Eugene,Mcmaster,0.7,,,,,,,
Ericck,Tom,Eric,Thom,0.61,,,,,,,
Kennd,Pillipjd,Kenneth,Phillips,0.06,,,,,,,
Marhhdin,Sulivan,Martin,Sullivan,0.65,,,,,,,
Rony,Metcckalvemal,Ronnie,Metcalfemale,0.7,,,,,,,
Danil,Lindly,Daniel,Lindley,0.53,,,,,,,
Santra,Jonston,Sandra,Johnson,0.09,,,,,,,
Peteah,Larenk,Peter,Lawrence,0.08,,,,,,,
Ankkela,Kidrel,Angela,Kittrell,0.08,,,,,,,
Wiliam,Ortekka,William,Ortega,0.76,,,,,,,
Delya,Woadman,Delia,Wortman,0.66,,,,,,,
Rotni,Lloyt,Rodney,Lloyd,0.74,,,,,,,
Marzorie,Robintzon,Marjory,Robinson,0.53,,,,,,,
Henri,Ro,Henry,Rowe,0.83,,,,,,,
Rakel,Selei,Rachel,Shelley,0.04,,,,,,,
Miny,Millztt,Minnie,Mills,0.54,,,,,,,
Larri,Dejkinzt,Larry,Deskins,0.53,,,,,,,
Carina,Nikoljh,Carina,Nichols,0.95,,,,,,,
Ema,Jakkopj,Emma,Jacobs,0.63,,,,,,,
Maryan,Valent,Marian,Valente,0.8,,,,,,,
Marya,Tompson,Maria,Thompson,0.5,,,,,,,
Beahnadet,Tackaaht,Bernadette,Taggart,0.58,,,,,,,
Lora,Bonti,Laura,Bondi,0.63,,,,,,,
Raymont,Rid,Raymond,Reid,0.69,,,,,,,
Carolyn,Depoea,Carolyn,Deboer,0.07,,,,,,,
Joyef,Claak,Joseph,Clark,0.66,,,,,,,
Glori,Padel,Glory,Patel,0.03,,,,,,,
Yfon,Keny,Yvonne,Kenny,0.63,,,,,,,
Kimpealy,Han,Kimberly,Hahn,0.05,,,,,,,
Natan,Smit,Nathan,Smith,0.84,,,,,,,
Headeah,Merrit,Heather,Merritt,0.57,,,,,,,
Yvete,Pena,Yvette,Pena,0.86,,,,,,,
Bedi,Hibeat,Betty,Hiebert,0.86,,,,,,,
Davit,Imlea,David,Imler,0.7,,,,,,,
Eliiapet,Braton,Elizabeth,Braxton,0.73,,,,,,,
Moristt,Backkeah,Morris,Baker,0.53,,,,,,,
Riecsaahd,Irfinckk,Richard,Irving,0.04,,,,,,,
Tina,Muar,Tina,Moore,0.6,,,,,,,
Lony,Klin,Lonnie,Klein,0.69,,,,,,,
Repecka,Adckok,Rebecca,Adcock,0.74,,,,,,,
Cristy,Sea,Christie,Shea,0.72,,,,,,,
Valerya,Burnjd,Valeria,Burns,0.88,,,,,,,
Bily,Spenkea,Billy,Spencer,0.92,,,,,,,
Jojtep,Cardeah,Joseph,Carter,0.56,,,,,,,
Erin,Hoart,Erin,Howard,0.09,,,,,,,
Emili,Mesdta,Emily,Mesa,0.8,,,,,,,
Ejttteah,Von,Esther,Vaughn,0.94,,,,,,,
Autri,Velazttques,Audrey,Velazquez,0.88,,,,,,,
Guadalup,Doling,Guadalupe,Dowling,0.74,,,,,,,
Jon,Hernantes,John,Hernandez,0.55,,,,,,,
Fret,Ratneah,Fred,Ratner,0.89,,,,,,,
Jeztuzt,Beastly,Jesus,Beasley,0.71,,,,,,,
Kimpealy,Dam,Kimberly,Dame,0.51,,,,,,,
Dan,Grifemalefemalin,Dawn,Grifemalefemalein,0.5,,,,,,,
Ralf,Ferira,Ralph,Ferreira,0.93,,,,,,,
Cadi,Welz,Cathy,Wells,0.6,,,,,,,
Stefany,Maatines,Stephanie,Martinez,0.8,,,,,,,
Seajio,Poli,Sergio,Pauley,0.06,,,,,,,
Janikke,Jonson,Janice,Johnson,0.57,,,,,,,
Jamejd,Beasley,James,Beazley,0.08,,,,,,TX  ,
Erick,Smit,Erik,Smith,0.81,,,,,,,
Kadlin,Dumazt,Kathleen,Dumas,0.74,,,,,,,
Loistd,Atamst,Lois,Adams,0.51,,,,,,,
Nandsi,Golten,Nancy,Golden,0.1,,,,,,,
Mikckael,Lefin,Michael,Levin,0.74,,,,,,,
Jon,Lekkuka,John,Lechuga,0.89,,,,,,,
Elijapedh,Weanea,Elizabeth,Werner,0.94,,,,,,,
Ronalt,Smit,Ronald,Smith,0.93,,,,,,,
Brat,Baavemaleilt,Brad,Barfemaleield,0.07,,,,,,,
Jun,Yankk,June,Yang,0.65,,,,,,,
Sdef,Goaah,Steve,Gore,0.94,,,,,,,
Saly,Tomas,Sally,Thomas,0.81,,,,,,,
Myael,Smit,Michael,Smith,0.72,,,,,,,
Chrijdin,Erikkjton,Christine,Erickson,0.1,,,,,,,
Cameron,Ypara,Cameron,Ybarra,0.71,,,,,,,
Lora,Nicholaztttt,Laura,Nicholas,0.77,,,,,,,
Kimbeali,Mcckaahdy,Kimberlee,Mccarthy,0.72,,,,,,,
Marya,Norut,Maria,Norwood,0.1,,,,,,,
Raymont,Kincckk,Raymond,King,0.52,,,,,,,
Ropeat,Beal,Robert,Beale,0.86,,,,,,,
Aslei,Heahnandes,Ashley,Hernandez,0.83,,,,,,,
Sdeven,Mcvemaleaten,Stephen,Mcfemaleadden,0.94,,,,,,,
Daahlen,Sanklin,Darlene,Shanklin,0.09,,,,,,,
Frantsez,Waljtt,Frances,Walls,0.93,,,,,,,
Bet,Fridil,Beth,Friddle,0.96,,,,,,,
Leola,Maahrocckuin,Leola,Marroquin,0.95,,,,,,,
Gilbead,Copelant,Gilbert,Copeland,0.010496992,,,,,,,
Rojt,Lyonj,Ross,Lyons,0.67,,,,,,,
Jamej,Fenel,James,Fennell,0.68,,,,,,,
Wily,Dyea,Willie,Dyer,0.05,,,,,,,
Riecjaaht,Ropertz,Richard,Roberts,0.99,,,,,,,
Ropeata,Vajckues,Roberta,Vasquez,0.92,,,,,,,
Jon,Rodrikkuej,John,Rodriguez,0.85,,,,,,,
Santra,Gonstales,Sandra,Gonzalez,0.76,,,,,,,
Karen,Sankej,Karen,Sanchez,0.66,,,,,,,
Ropeat,Ruzdzel,Robert,Russell,0.69,,,,,,,
Brend,Crickston,Brent,Crichton,0.89,,,,,,,
Carolyn,Sdaahks,Carolyn,Starks,0.54,,,,,,,
Artua,Velastckuez,Arthur,Velasquez,0.6,,,,,,,
Pedea,Penninkkton,Peter,Pennington,0.96,,,,,,,
Mari,Seali,Mary,Shealey,0.91,,,,,,,
Geoack,Bejs,George,Bess,0.51,,,,,,,
Jant,Backea,Janet,Baker,0.59,,,,,,,
Esdel,Wootpery,Estell,Woodberry,0.06,,,,,,,
Lezli,Gonzalsd,Leslie,Gonzales,0.53,,,,,,,
Loarain,Sockkol,Lorraine,Sokol,0.94,,,,,,,
Wily,Samptztton,Willie,Sampson,0.79,,,,,,,
Efa,Moahrizt,Eva,Morris,0.84,,,,,,,
Carol,Hil,Carol,Hill,0.51,,,,,,,
Leo,Lea,Leo,Lee,0.88,,,,,,,
Erick,Pilipz,Eric,Phillips,0.65,,,,,,,
Dona,Vajkuez,Donna,Vasquez,0.8,,,,,,,
Madd,Hitalcko,Matthew,Hidalgo,0.72,,,,,,,
Randal,Hanly,Randall,Hanley,0.8,,,,,,,
Dina,Delackaahja,Dinah,Delagarza,0.76,,,,,,,
Ramon,Ropinj,Ramon,Robbins,0.56,,,,,,,
Elisapet,Calteron,Elizabeth,Calderon,0.5,,,,,,,
Jamej,Selenbarkea,James,Shellenbarger,0.85,,,,,,,
Miccckael,Pickko,Michael,Picou,0.72,,,,,,,
Jodi,Perest,Jody,Perez,0.7,,,,,,,
Wiliam,Baily,William,Bailey,0.77,,,,,,,
Linta,Bruckk,Linda,Bruce,0.79,,,,,,,
Geoack,Wid,George,Weight,0.71,,,,,,,
Siahlei,Hozleah,Shirley,Hosler,0.58,,,,,,,
Davit,Molino,David,Molino,0.66,,,,,,,
Mari,Ortekka,Mary,Ortega,0.85,,,,,,,
Suian,Walteahsd,Susan,Walters,0.83,,,,,,,
Jeanet,Jonjton,Jeanette,Johnson,0.56,,,,,,,
Cinty,Milea,Cindy,Miller,0.62,,,,,,,
Dany,Barhnest,Danny,Barnes,0.67,,,,,,,
Nora,Sdefentson,Nora,Stevenson,0.64,,,,,,,
Kefin,Benavites,Kevin,Benavides,0.09,,,,,,,
Eleanoa,Muti,Eleanor,Moody,0.6,,,,,,,
Rupen,Zamora,Ruben,Zamora,0.08,,,,,,,
Jenifemalya,Seperd,Jennifemaleer,Sheperd,1,,,,,,,
Alick,Wep,Alice,Webb,0.87,,,,,,,
Emed,Quin,Emmett,Quinn,0.85,,,,,,,
Susdan,Moaman,Susan,Morman,0.82,,,,,,,
Adrin,Aruleda,Adrienne,Archuleta,0.95,,,,,,,
Jamesd,Pangey,James,Pankey,0.93,,,,,,,
Meal,Philips,Merle,Phillips,0.73,,,,,,,
Carhmen,Cuninkkam,Carmen,Cunningham,0.07,,,,,,,
Ropeat,Drijt,Robert,Drees,0.86,,,,,,,
Jaret,Eliot,Jared,Elliot,0.63,,,,,,,
Trikst,Keli,Trish,Kelley,0.54,,,,,,,
Alpeat,Wrikd,Albert,Wright,0.58,,,,,,,
Jacckkk,Rotrikuez,Jack,Rodriguez,0.71,,,,,,,
Dan,Marburzyah,Dawn,Marburger,0.76,,,,,,,
Pedea,Jackkkjon,Peter,Jackson,0.84,,,,,,,
Clayar,Gajst,Claire,Gass,0.05,,,,,,,
Dona,Guitearst,Donna,Guiterrez,0.85,,,,,,,
Sara,Lopj,Sara,Lopez,0.66,,,,,,,
Jamej,Cridenden,James,Crittenden,0.5,,,,,,,
Ladonia,Bradpuri,Latonia,Bradbury,0.91,,,,,,,
Wilxdon,Jonjton,Wilson,Johnson,0.94,,,,,,,
Grajtde,Rot,Grace,Roth,1,,,,,,,
Tomaz,Coaly,Thomas,Corley,0.96,,,,,,,
Mayra,Rouzzdel,Mayra,Roussel,0.53,,,,,,,
Dafid,Rotrikues,David,Rodriguez,0.63,,,,,,,
Katy,Gano,Kathy,Gano,0.77,,,,,,,
Brenta,Ricaahdston,Brenda,Richardson,0.91,,,,,,,
Melfin,Crutckfemaleilt,Melvin,Crutchfemaleield,0.81,,,,,,,
Tifemalevemaleany,Cucckk,Tifemalefemaleany,Cook,0.92,,,,,,,
Waldea,Cara,Walter,Carr,0.58,,,,,,,
Loiz,Moro,Louis,Morrow,0.73,,,,,,,
Mari,Mkarhtile,Mary,Mcardle,0.89,,,,,,,
Alpeat,Conckkil,Albert,Council,0.68,,,,,,,
Jevemalefemaleri,Carol,Jefemalefemalerey,Carroll,0.55,,,,,,,
Gen,Lavemaleond,Gene,Lafemaleond,0.019425271,,,,,,,
Julyana,Lop,Juliana,Lopp,0.52,,,,,,,
Rut,Haarij,Ruth,Harris,0.08,,,,,,,
Geralt,Skoenbeahkeah,Gerald,Schoenberger,0.75,,,,,,,
Jojtteph,Occkoneah,Joseph,Oconner,0.83,,,,,,,
Wiliam,Hud,William,Hood,0.98,,,,,,,
Juzdin,Buz,Justin,Bush,0.5,,,,,,,
Jenifemaleea,Jonz,Jennifemaleer,Jones,0.08,,,,,,,
Jean,Bal,Jeanne,Ball,0.61,,,,,,,
Lup,Roan,Lupe,Roan,0.64,,,,,,,
Skod,Bensttamin,Scott,Benjamin,0.81,,,,,,,
Chrijtyan,Nustdynt,Christian,Nugent,0.99,,,,,,,
Karen,Sdackzt,Karen,Staggs,0.04,,,,,,,
Danil,Gaaza,Danielle,Garza,0.68,,,,,,,
Danil,Geoack,Daniel,George,0.58,,,,,,,
Pamela,Eaahnecsta,Pamela,Earnshaw,0.61,,,,,,,
Julej,Bron,Jules,Brown,0.78,,,,,,,
Nansi,Reejd,Nancy,Reese,0.79,,,,,,,
Birkkit,Backea,Birgit,Baker,0.95,,,,,,,
Erin,Casth,Erin,Cash,0.007968309,,,,,,,
Jakkkuelin,Seeni,Jacqueline,Sweeney,0.96,,,,,,,
Tomas,Ailo,Thomas,Aiello,0.54,,,,,,,
Rolant,Gaahza,Roland,Garza,0.83,,,,,,,
Jutid,Neltjton,Judith,Nelson,0.08,,,,,,,
Marcck,Mkprid,Mark,Mcbride,0.76,,,,,,,
Linta,Ostalt,Linda,Oswalt,0.85,,,,,,,
Marya,Gonjals,Maria,Gonzales,0.95,,,,,,,
Valeri,Leplanck,Valerie,Leblanc,0.73,,,,,,,
Mickkael,Morony,Michael,Moroney,0.72,,,,,,,
Mickael,Yonck,Michael,Young,0.97,,,,,,,
Ropeahd,Ralzth,Robert,Rawls,0.77,,,,,,,
Trefoa,Alizon,Trevor,Allison,0.5,,,,,,,
Martsdall,Staackk,Marshall,Stark,0.69,,,,,,,
Marhhfin,Jamez,Marvin,James,0.97,,,,,,,
Katryn,Myeaz,Kathryn,Myers,0.94,,,,,,,
Ropeat,Ot,Robert,Ott,0.54,,,,,,,
Rupen,Rudolp,Ruben,Rudolph,0.5,,,,,,,
Thereya,Copbsd,Theresa,Cobbs,0.95,,,,,,,
Pati,Dikk,Patty,Dick,0.57,,,,,,,
Coty,Jestuz,Cody,Jesus,0.91,,,,,,,
Clyd,Trap,Clyde,Trapp,0.56,,,,,,,
Waaren,Cari,Warren,Cary,0.78,,,,,,,
Lup,Leckleak,Lupe,Leclerc,0.81,,,,,,,
Hari,Jaton,Harry,Jackson,0.88,,,,,,,
Ernezt,Aleeksdandeah,Ernest,Alexander,0.9,,,,,,,
Mikael,Baia,Michael,Baier,0.09,,,,,,,
Damon,Ttsao,Damon,Tsao,0.58,,,,,,,
Mari,Nikel,Mary,Nickel,0.1,,,,,,,
Kayla,Hop,Kayla,Hoppe,0.6,,,,,,,
