ouqsvcine,wefgron,Justine,Ferguson,0.5,,,,,,,
oImnege,aBruegn,Imogene,Barnes,0.63,,,,,,,
aantmla,myh,Samantha,Smith,0.98,,,,,,,
aslilg,clyro,Basil,Mcelroy,1,,,,,,,
jsoemdy,lfine,Rosemary,Cline,0.61,,,,,,,
jzrpy,Gwerlvwn,Jeremy,Germain,0.08,,,,,,,
uBetda,arksl,Brenda,Parks,0.03,,,,,,,
hSanhoon,begaladq,Shannon,Regalado,0.65,,,,,,,
p,pBuchwkaanb,Dora,Buchanan,0.51,,,,,,,
Wnd,Watsnitpon,Wanda,Washington,0.94,,,,,,,
kld,xjakke,Floyd,Parker,0.84,,,,,,,
Shviifrey,Cadsigan,Shirley,Costigan,0.8,,,,,,,
fyCrsta,aCeu,Crystal,Cadet,0.61,,,,,,,
Jbseo,Mejykp,Joseph,Meeks,0.76,,,,,,,
nMkwrgett,nlllh,Margret,Hall,0.96,,,,,,,
zaWady,qs,Wendy,Davis,0.06,,,,,,,
wenkrcie,Fmztpvpick,Bernice,Fitzpatrick,0.7,,,,,,,
Lsinu,Sbrqnhez,Lisa,Sanchez,0.67,,,,,,,
tI,Schderd,Irma,Schindler,0.61,,,,,,,
cDonm,Girwfemalefemaelitdhst,Donna,Grifemalefemaleiths,0.65,,,,,,,
fDoglkas,Wlhtnp,Douglas,Walton,0.03,,,,,,,
Eiqjca,yglrry,Elisa,Barry,0.67,,,,,,,
oJqes,rCntpc,Jesus,Curnutt,0.69,,,,,,,
fri,nlzha,Curtis,Garza,0.62,,,,,,,
sJuteh,oteinobqgg,Joseph,Steinberg,0.71,,,,,,,
eEevvnyt,zKhlgsr,Evelyn,Keller,0.66,,,,,,,
Alexnsadnrx,Daisneirdls,Alexander,Daniels,0.96,,,,,,,
rBadnndnk,roKfn,Brandon,King,0.89,,,,,,,
Lausyrr,k,Laura,Pak,0.69,,,,,,,
Degbyriopk,Gewod,Derrick,Greenwood,0.09,,,,,,,
Tso,fastmer,Troy,Palmer,0.87,,,,,,,
Milirn,Vrmrwe,Minnie,Verret,0.1,,,,,,,
cosoahu,avnda,Joshua,Sander,0.97,,,,,,,
hSflley,iaHm,Shelley,Hamer,0.74,,,,,,,
nAoik,tRmeonp,Antonia,Rosemond,0.98,,,,,,,
Jniemaeler,orfdnrews,Jennifemaleer,Andrews,0.63,,,,,,,
luhvq,Mc,Ruth,Mccray,0.83,,,,,,,
dEddse,Gsye,Eddie,Gage,0.6,,,,,,,
hoamsq,ysg,Thomas,Myers,0.6,,,,,,,
Rizvcevyrd,ixo,Richard,Olivo,0.87,,,,,,,
Jlse,Tulnvjrew,Jose,Turner,0.98,,,,,,,
orDbotqy,Dlsa,Dorothy,Delavega,0.95,,,,,,,
obbyj,Willicmaonzs,Tony,Williamson,0.51,,,,,,,
jtoe,bmns,Joel,Sims,0.57,,,,,,,
tAye,Jfzorrne,Allie,Joiner,0.52,,,,,,,
niel,Grifemvaflefemalen,Michael,Grifemalefemalein,0.97,,,,,,,
usvtcsn,vpilmn,Justin,Spillman,0.94,,,,,,,
ichale,abdzilnl,Michael,Padilla,0.85,,,,,,,
Bejdnjamiwn,tamrnmgo,Benjamin,Samaniego,0.69,,,,,,,
ext,Tkmhopgaon,Nelson,Thompson,0.76,,,,,,,
arSaddrc,Oprixoz,Sandra,Ortiz,0.81,,,,,,,
znr,Gaciafe,Dana,Garcia,0.73,,,,,,,
mbCghrifm,Lelwelyn,Chris,Llewellyn,0.85,,,,,,,
Ljytm,oHln,Lynn,Hoagland,0.92,,,,,,,
Txhhedsore,ahddok,Theodore,Paddock,0.9,,,,,,,
haryps,bto,Charles,Soto,0.98,,,,,,,
jMabrarrt,wuTncby,Margaret,Turney,0.87,,,,,,,
rLi,tooznals,Lori,Gonzales,0.72,,,,,,,
tPrubednxcce,Augeren,Prudence,Aguirre,0.78,,,,,,,
Bndnnt,ni,Bonnie,Wren,0.77,,,,,,,
sov,Bficarh,Jose,Baehr,0.54,,,,,,,
hihcerlxe,cMkscpalski,Michele,Michalski,0.93,,,,,,,
sairrs,Tacllqorl,Marie,Taylor,0.08,,,,,,,
v,rfo,Kevin,Prado,0.07,,,,,,,
hCrabigle,Syeiphson,Charlie,Stephenson,0.52,,,,,,,
wwaurese,dGekwhbkrd,Maureen,Gebhard,0.53,,,,,,,
nKnenu,vde,Kenneth,Reed,0.08,,,,,,,
ciayk,Tehvoca,Michael,Thomas,0.58,,,,,,,
ju,ndb,Juana,Flynn,0.93,,,,,,,
Dortolrhe,zadk,Dorothy,Ryan,0.78,,,,,,,
eNql,fkneaq,Neal,Baker,0.09,,,,,,,
Taigs,iPcwergi,Travis,Pickering,0.99,,,,,,,
obrofrn,Elwkjmni,Jordan,Erwin,0.07,,,,,,,
milli,Pvurny,William,Prunty,0.6,,,,,,,
xrrams,hoensk,James,Jones,0.86,,,,,,,
mBerntta,dBsyegham,Bernetta,Bingham,0.62,,,,,,,
hKeik,pyacjon,Kevin,Bacon,0.06,,,,,,,
dM,paMzxoe,Mary,Mazzeo,0.5,,,,,,,
cIdoll,Wnofemalefemalecrdc,Idell,Wofemalefemaleord,0.76,,,,,,,
nichl,nabcomb,Michael,Lipscomb,0.79,,,,,,,
eoca,Moojp,Erica,Moore,0.09,,,,,,,
qme,Klesy,Sue,Kelley,0.08,,,,,,,
hcye,piedtte,Peter,Everette,0.87,,,,,,,
aegla,hksm,Angela,Thomas,0.002016587,,,,,,,
arda,aatllg,Barbara,Castillo,0.5,,,,,,,
Thmmof,uHmhpeys,Thomas,Humphreys,0.64,,,,,,,
Arervzhq,sEsardm,Aretha,Edwards,0.82,,,,,,,
wMjrhy,waah,Mary,Haack,0.07,,,,,,,
sCtre,jaFrrw,Chester,Farrow,0.78,,,,,,,
Mjaya,Sikmhpoxsb,Mary,Simpson,0.91,,,,,,,
idtqsen,Smsrno,Kristen,Simpson,0.59,,,,,,,
Bprtwmt,yMenhpei,Brett,Mendez,0.96,,,,,,,
Phiisp,iTlurnenwr,Phillip,Turner,0.68,,,,,,,
Fprfaislkin,Gagboyr,Franklin,Gregory,0.000999877,,,,,,,
nciso,Wliaszn,Francisco,Wilson,0.67,,,,,,,
maeit,oonymoder,Marie,Donmoyer,0.85,,,,,,,
Ruoapd,tcaJbems,Ronald,James,0.77,,,,,,,
Fhrk,Rlemos,Frank,Romero,0.94,,,,,,,
lsacrua,Sbee,Rosaura,Santee,0.58,,,,,,,
necngs,Paeteyh,Denis,Peachey,0.64,,,,,,,
lyKy,Kvkexssey,Kelly,Kelsey,0.59,,,,,,,
Pasmema,jwynderil,Pamela,Synder,1,,,,,,,
Sxbaye,Jrnav,Stacey,Jordan,0.76,,,,,,,
Mckehl,wiBkyl,Michael,Baily,0.98,,,,,,,
elylw,Cmkoc,Kelly,Campos,0.62,,,,,,,
kehdbm,Abmrose,Thelma,Ambrose,0.64,,,,,,,
Japnnx,Tipnregv,John,Tipler,0.56,,,,,,,
Doijnajdl,qilree,Donald,Miller,0.88,,,,,,,
Joagph,igRulge,Joseph,Ruble,0.63,,,,,,,
Sepkhe,Snimem,Stephen,Snider,0.05,,,,,,,
Buny,xaNei,Brady,Napier,0.67,,,,,,,
Grt,Topmognp,Gary,Thompson,0.64,,,,,,,
cmndva,elhgvrn,Amanda,Cleghorn,0.53,,,,,,,
rjsBzne,aoCchill,Bruce,Cahill,0.74,,,,,,,
ivo,osc,Judi,Jones,0.71,,,,,,,
r,Lwrenceoym,Brad,Lawrence,0.85,,,,,,,
Chistdisanx,frcoue,Christian,Croce,0.06,,,,,,,
aMhthl,bvse,Martha,Ambrose,0.52,,,,,,,
osnpna,Tyuxed,Donna,Turner,0.81,,,,,,,
nmu,bwr,Ramon,Lewis,0.6,,,,,,,
Yovjcnnkc,sJ,Yvonne,Jones,0.7,,,,,,,
sEhe,Hruimc,Esther,Hines,0.88,,,,,,,
Contnct,xP,Constance,Pena,0.87,,,,,,,
Wxalesr,Colso,Walter,Collins,0.04,,,,,,,
thup,Kenllajl,Arthur,Kendall,0.09,,,,,,,
Timudho,elno,Timothy,Tello,0.87,,,,,,,
qbosclphn,ee,Joseph,Lee,0.83,,,,,,,
xMakpene,Bree,Maureen,Brewer,0.63,,,,,,,
Gozrcgle,nCuinnhga,George,Cunningham,0.72,,,,,,,
hdysinq,Joezlnno,Edwin,Johnson,0.71,,,,,,,
Milna,tOesc,Milton,Otis,0.73,,,,,,,
opb,snbs,Bobbie,Vines,0.06,,,,,,,
Jejysiac,Rh,Jessica,Rush,0.62,,,,,,,
eDais,pocwr,Denise,Brown,0.54,,,,,,,
iedpard,uTner,Edward,Turner,0.74,,,,,,,
ahy,kenjmain,Kathy,Benjamin,0.004015576,,,,,,,
pnial,fmeqalefeur,Paul,Lafemaleleur,0.87,,,,,,,
Mc,ounrterey,Matt,Rountree,0.93,,,,,,,
vrlauood,Wlglacyz,Orlando,Wallace,0.56,,,,,,,
Elzraibneth,mkOefemaleew,Elizabeth,Okeefemalee,0.95,,,,,,,
orcmwn,Sanerr,Loren,Sanders,0.81,,,,,,,
Toamsj,Ltghworth,Thomas,Letchworth,0.9,,,,,,,
Ceiw,izsin,Cecil,Risinger,0.54,,,,,,,
lNqp,kBbc,Nell,Beck,0.93,,,,,,,
nSyole,apCmppbbell,Syble,Campbell,0.54,,,,,,,
zianb,Lahyr,Rich,Loya,0.51,,,,,,,
lAertu,Rcthamrd,Albert,Richard,0.77,,,,,,,
lq,v,Elsa,Mason,0.63,,,,,,,
Wnwael,qTiboudax,Wendy,Thibodaux,0.96,,,,,,,
dcw,kotoirhe,Edward,Moore,0.84,,,,,,,
Joseshinriz,Mhlrqy,Josephine,Matherly,0.09,,,,,,,
eBhdal,Cwq,Brenda,Clark,0.51,,,,,,,
fhRnalddy,berhg,Ronald,Weber,0.1,,,,,,,
yRamr,Snhnotl,Ramiro,Snell,0.98,,,,,,,
Lope,eYesp,Louise,Yee,0.78,,,,,,,
Eupgne,Mmmsdw,Eugene,Mcmaster,0.7,,,,,,,
ik,juovhcm,Eric,Thom,0.61,,,,,,,
gKexknetn,ihlipsn,Kenneth,Phillips,0.06,,,,,,,
aMtn,lullitvafn,Martin,Sullivan,0.65,,,,,,,
noi,vtacalqfemale,Ronnie,Metcalfemale,0.7,,,,,,,
aDnbilone,Llglfdley,Daniel,Lindley,0.53,,,,,,,
vndrm,Jnhosn,Sandra,Johnson,0.09,,,,,,,
xeteeg,Lakdrpneca,Peter,Lawrence,0.08,,,,,,,
Anlean,Ktuirtuelil,Angela,Kittrell,0.08,,,,,,,
iqaik,xmtregla,William,Ortega,0.76,,,,,,,
Dia,Wogjtma,Delia,Wortman,0.66,,,,,,,
xobeny,lnzoxyb,Rodney,Lloyd,0.74,,,,,,,
jkMory,Rebrnony,Marjory,Robinson,0.53,,,,,,,
Hyj,rx,Henry,Rowe,0.83,,,,,,,
Rlcjhep,hgellgby,Rachel,Shelley,0.04,,,,,,,
Minnge,Mize,Minnie,Mills,0.54,,,,,,,
ier,heskhnt,Larry,Deskins,0.53,,,,,,,
Cjrindu,Nicrhos,Carina,Nichols,0.95,,,,,,,
tmwema,Jasmp,Emma,Jacobs,0.63,,,,,,,
Maiazf,Vanleb,Marian,Valente,0.8,,,,,,,
Mre,Tnomfponn,Maria,Thompson,0.5,,,,,,,
Bergadztte,ggart,Bernadette,Taggart,0.58,,,,,,,
Lkacua,Bnoi,Laura,Bondi,0.63,,,,,,,
Rcaykiond,hxgeiv,Raymond,Reid,0.69,,,,,,,
Cqaon,loeru,Carolyn,Deboer,0.07,,,,,,,
bslxeph,lgirak,Joseph,Clark,0.66,,,,,,,
urpy,rPaelt,Glory,Patel,0.03,,,,,,,
Yvhnj,etvny,Yvonne,Kenny,0.63,,,,,,,
Kbirwelyf,Hhanlk,Kimberly,Hahn,0.05,,,,,,,
Netanm,rSmioh,Nathan,Smith,0.84,,,,,,,
Hatdre,perntji,Heather,Merritt,0.57,,,,,,,
Ytvkwe,vqexga,Yvette,Pena,0.86,,,,,,,
uxBty,Hviebert,Betty,Hiebert,0.86,,,,,,,
aDjhwii,Imlzr,David,Imler,0.7,,,,,,,
Elizgxebtdl,aauo,Elizabeth,Braxton,0.73,,,,,,,
wMhr,aBaked,Morris,Baker,0.53,,,,,,,
ctRigard,ravig,Richard,Irving,0.04,,,,,,,
Tipn,aMoore,Tina,Moore,0.6,,,,,,,
aLoni,Klei,Lonnie,Klein,0.69,,,,,,,
Refenca,dAkxacok,Rebecca,Adcock,0.74,,,,,,,
Cohrtikse,Sueoa,Christie,Shea,0.72,,,,,,,
woVolria,uBshs,Valeria,Burns,0.88,,,,,,,
xBlwc,lenec,Billy,Spencer,0.92,,,,,,,
orJueph,Coarrtrew,Joseph,Carter,0.56,,,,,,,
riz,aord,Erin,Howard,0.09,,,,,,,
mayl,ep,Emily,Mesa,0.8,,,,,,,
Esdltger,zarguhnb,Esther,Vaughn,0.94,,,,,,,
Ardew,lVaezeqz,Audrey,Velazquez,0.88,,,,,,,
jGuadacluoj,olgyi,Guadalupe,Dowling,0.74,,,,,,,
Jreopbu,enxndwz,John,Hernandez,0.55,,,,,,,
ez,tnr,Fred,Ratner,0.89,,,,,,,
yqussy,Bseamye,Jesus,Beasley,0.71,,,,,,,
Kzimberay,ongaaame,Kimberly,Dame,0.51,,,,,,,
fwa,rGfevmalkefemlaein,Dawn,Grifemalefemalein,0.5,,,,,,,
Rwlpfy,erleear,Ralph,Ferreira,0.93,,,,,,,
iaty,qefllk,Cathy,Wells,0.6,,,,,,,
nepaliy,aritiz,Stephanie,Martinez,0.8,,,,,,,
eior,awleyi,Sergio,Pauley,0.06,,,,,,,
ndJaicn,nohnnsnonj,Janice,Johnson,0.57,,,,,,,
Jhlgjfs,eaBaflweyn,James,Beazley,0.08,,,,,,X ,
Erkigm,rSmkuht,Erik,Smith,0.81,,,,,,,
Ktahemxenf,eumas,Kathleen,Dumas,0.74,,,,,,,
Lqni,mAdss,Lois,Adams,0.51,,,,,,,
rcp,oldnbhd,Nancy,Golden,0.1,,,,,,,
Mciaerl,Lmvkan,Michael,Levin,0.74,,,,,,,
oln,Lsxhuwza,John,Lechuga,0.89,,,,,,,
Elizkyeth,Wjpexrnea,Elizabeth,Werner,0.94,,,,,,,
old,tmaoh,Ronald,Smith,0.93,,,,,,,
Bdayo,trfmbmaxeield,Brad,Barfemaleield,0.07,,,,,,,
uyev,Ylymn,June,Yang,0.65,,,,,,,
eStvqe,Gad,Steve,Gore,0.94,,,,,,,
Sly,tzTdphmoas,Sally,Thomas,0.81,,,,,,,
iacefl,Semiluuh,Michael,Smith,0.72,,,,,,,
oChrswzen,Exmcksoi,Christine,Erickson,0.1,,,,,,,
aCmlernoj,pbglra,Cameron,Ybarra,0.71,,,,,,,
Lvu,jichoaxs,Laura,Nicholas,0.77,,,,,,,
Kmbsle,Mccatgre,Kimberlee,Mccarthy,0.72,,,,,,,
Mrpai,Nooqrwoo,Maria,Norwood,0.1,,,,,,,
Reyamnoc,pscnlg,Raymond,King,0.52,,,,,,,
Robrsh,Bwema,Robert,Beale,0.86,,,,,,,
sAgyhsey,hrdnez,Ashley,Hernandez,0.83,,,,,,,
taephnen,Mfcemalneafde,Stephen,Mcfemaleadden,0.94,,,,,,,
Drtaelnn,eSaahnkli,Darlene,Shanklin,0.09,,,,,,,
qkacn,Wajlopxy,Frances,Walls,0.93,,,,,,,
mqht,Fridei,Beth,Friddle,0.96,,,,,,,
brl,Majkrglqun,Leola,Marroquin,0.95,,,,,,,
Gflrei,apdecldand,Gilbert,Copeland,0.010496992,,,,,,,
ys,ds,Ross,Lyons,0.67,,,,,,,
xmJe,Fenand,James,Fennell,0.68,,,,,,,
Willei,erw,Willie,Dyer,0.05,,,,,,,
ihradz,Rob,Richard,Roberts,0.99,,,,,,,
Rnokbrqta,giVjsqauez,Roberta,Vasquez,0.92,,,,,,,
kJhzn,Rodrgiuqegz,John,Rodriguez,0.85,,,,,,,
Sadb,Goonzauqlzl,Sandra,Gonzalez,0.76,,,,,,,
Karbn,Salncsehoza,Karen,Sanchez,0.66,,,,,,,
dbcfry,Rumovellk,Robert,Russell,0.69,,,,,,,
rgBetgl,hChtn,Brent,Crichton,0.89,,,,,,,
Caoolynk,Stcrasu,Carolyn,Starks,0.54,,,,,,,
Apqhbul,lVbsquzc,Arthur,Velasquez,0.6,,,,,,,
Perex,enPninjsorn,Peter,Pennington,0.96,,,,,,,
Mrapy,Shkaeyleo,Mary,Shealey,0.91,,,,,,,
eop,vfs,George,Bess,0.51,,,,,,,
Janst,ier,Janet,Baker,0.59,,,,,,,
Etsmll,Woyhoytberry,Estell,Woodberry,0.06,,,,,,,
Laesjl,Goaelo,Leslie,Gonzales,0.53,,,,,,,
oLrrajien,Soookl,Lorraine,Sokol,0.94,,,,,,,
lvili,amcpsos,Willie,Sampson,0.79,,,,,,,
vip,qgrrtsx,Eva,Morris,0.84,,,,,,,
Caspl,Hlcnv,Carol,Hill,0.51,,,,,,,
vLnho,Lgne,Leo,Lee,0.88,,,,,,,
lriuc,ihlgp,Eric,Phillips,0.65,,,,,,,
xdDa,Vkauxzo,Donna,Vasquez,0.8,,,,,,,
Matzthymxh,idat,Matthew,Hidalgo,0.72,,,,,,,
Rdalln,aHnly,Randall,Hanley,0.8,,,,,,,
nah,velagspaoza,Dinah,Delagarza,0.76,,,,,,,
zaRn,Robbskb,Ramon,Robbins,0.56,,,,,,,
lEwsbeth,vkCadleron,Elizabeth,Calderon,0.5,,,,,,,
aJmve,hlelenvargier,James,Shellenbarger,0.85,,,,,,,
Micabole,oPizcgu,Michael,Picou,0.72,,,,,,,
Jydod,ephzhk,Jody,Perez,0.7,,,,,,,
ldli,daiejqcy,William,Bailey,0.77,,,,,,,
hLisdnka,eBykuc,Linda,Bruce,0.79,,,,,,,
geygorge,Wieen,George,Weight,0.71,,,,,,,
Sctils,osei,Shirley,Hosler,0.58,,,,,,,
Da,Milnso,David,Molino,0.66,,,,,,,
ayMry,wOroteb,Mary,Ortega,0.85,,,,,,,
Sxna,Wlate,Susan,Walters,0.83,,,,,,,
Jianete,ehJqswn,Jeanette,Johnson,0.56,,,,,,,
Cdxnds,gnlchlr,Cindy,Miller,0.62,,,,,,,
Dcjuannl,nres,Danny,Barnes,0.67,,,,,,,
u,Sdtvyensoun,Nora,Stevenson,0.64,,,,,,,
evKib,Bneadvges,Kevin,Benavides,0.09,,,,,,,
Eltnyer,Mpoiinoy,Eleanor,Moody,0.6,,,,,,,
Rfban,bhraa,Ruben,Zamora,0.08,,,,,,,
Jennufaeer,Sehperotz,Jennifemaleer,Sheperd,1,,,,,,,
adhlei,Wedmb,Alice,Webb,0.87,,,,,,,
Emioiet,uiQnd,Emmett,Quinn,0.85,,,,,,,
ruSzancx,Modmayn,Susan,Morman,0.82,,,,,,,
Adrurednnl,rAhuletaxp,Adrienne,Archuleta,0.95,,,,,,,
qaJvmes,Pnamckwy,James,Pankey,0.93,,,,,,,
neMre,ychilip,Merle,Phillips,0.73,,,,,,,
armtmne,puninham,Carmen,Cunningham,0.07,,,,,,,
Rmeoebrk,Dewse,Robert,Drees,0.86,,,,,,,
Jrietdd,Evutio,Jared,Elliot,0.63,,,,,,,
Tmhse,eKllelx,Trish,Kelley,0.54,,,,,,,
Alecjra,lWgit,Albert,Wright,0.58,,,,,,,
wozck,Rodbrgugz,Jack,Rodriguez,0.71,,,,,,,
Dawcw,xabruglre,Dawn,Marburger,0.76,,,,,,,
pePetrxw,Jiackpcn,Peter,Jackson,0.84,,,,,,,
lCare,qbaGsw,Claire,Gass,0.05,,,,,,,
znodaw,Gketrr,Donna,Guiterrez,0.85,,,,,,,
jajrcu,opvLe,Sara,Lopez,0.66,,,,,,,
mes,Cirttnqent,James,Crittenden,0.5,,,,,,,
dtoanl,Bardbuxrzyc,Latonia,Bradbury,0.91,,,,,,,
Wiylno,Johnesns,Wilson,Johnson,0.94,,,,,,,
bzbake,yotzh,Grace,Roth,1,,,,,,,
vodhmas,lplye,Thomas,Corley,0.96,,,,,,,
rsyx,mouvsil,Mayra,Roussel,0.53,,,,,,,
Dajviy,oduugetz,David,Rodriguez,0.63,,,,,,,
rKtay,uqh,Kathy,Gano,0.77,,,,,,,
egnda,Rciiadsrno,Brenda,Richardson,0.91,,,,,,,
dMelvfsxw,Crtcehemalieeldw,Melvin,Crutchfemaleield,0.81,,,,,,,
Tsfemlavemaelany,C,Tifemalefemaleany,Cook,0.92,,,,,,,
Walir,vrru,Walter,Carr,0.58,,,,,,,
cLjoi,Mcfrocw,Louis,Morrow,0.73,,,,,,,
Mlepg,sfradle,Mary,Mcardle,0.89,,,,,,,
lbre,Cjoucngl,Albert,Council,0.68,,,,,,,
Jefemaefemalrmey,Cbgol,Jefemalefemalerey,Carroll,0.55,,,,,,,
qna,tfemamlond,Gene,Lafemaleond,0.019425271,,,,,,,
Juislna,pspip,Juliana,Lopp,0.52,,,,,,,
fytr,laHmfs,Ruth,Harris,0.08,,,,,,,
gGerld,Scholnrbgr,Gerald,Schoenberger,0.75,,,,,,,
osep,koern,Joseph,Oconner,0.83,,,,,,,
Wliiva,Hivd,William,Hood,0.98,,,,,,,
futisn,bnh,Justin,Bush,0.5,,,,,,,
Jnnifemalkewr,Jncoi,Jennifemaleer,Jones,0.08,,,,,,,
Jaen,sl,Jeanne,Ball,0.61,,,,,,,
Lde,oRn,Lupe,Roan,0.64,,,,,,,
cr,Bietnjamiw,Scott,Benjamin,0.81,,,,,,,
Casyina,kugetn,Christian,Nugent,0.99,,,,,,,
aKrbem,cgtgsg,Karen,Staggs,0.04,,,,,,,
Dhadefllqe,arrf,Danielle,Garza,0.68,,,,,,,
niue,eGnrgx,Daniel,George,0.58,,,,,,,
Pyseal,xEarnsehja,Pamela,Earnshaw,0.61,,,,,,,
Jtvlsx,rwoso,Jules,Brown,0.78,,,,,,,
Nyc,esje,Nancy,Reese,0.79,,,,,,,
hiprhft,Bkoxqaer,Birgit,Baker,0.95,,,,,,,
zri,aagwh,Erin,Cash,0.007968309,,,,,,,
jJcquelbe,wiSewkny,Jacqueline,Sweeney,0.96,,,,,,,
shoums,dAilol,Thomas,Aiello,0.54,,,,,,,
Rhapd,xGarsj,Roland,Garza,0.83,,,,,,,
Julidxhe,leislno,Judith,Nelson,0.08,,,,,,,
ia,aridae,Mark,Mcbride,0.76,,,,,,,
ad,tOnaa,Linda,Oswalt,0.85,,,,,,,
kaoap,Gzaonlesb,Maria,Gonzales,0.95,,,,,,,
alesrweir,iLbanc,Valerie,Leblanc,0.73,,,,,,,
cihaeolq,Morxonei,Michael,Moroney,0.72,,,,,,,
Micflx,Youmj,Michael,Young,0.97,,,,,,,
Rbnt,hycw,Robert,Rawls,0.77,,,,,,,
Tarvoir,fldliso,Trevor,Allison,0.5,,,,,,,
Marstanbl,a,Marshall,Stark,0.69,,,,,,,
darviin,pawbmse,Marvin,James,0.97,,,,,,,
matkrgn,Mryfse,Kathryn,Myers,0.94,,,,,,,
