T'lna,M0ore,Tina,Moore,0.6
Lorim'le,Kle'lrj,Lonnie,Klein,0.69
Rei0ecca,Aclcock,Rebecca,Adcock,0.74
Chrj5t:e,Sbea,Christie,Shea,0.72
Vajer'ja,Burrl5,Valeria,Burns,0.88
Bii'ly,Sperncer,Billy,Spencer,0.92
J05epb,Carter,Joseph,Carter,0.56
Erirl,Houyard,Erin,Howard,0.09
Erni|v,Me5a,Emily,Mesa,0.8
E5tl>er,Vaugl0n,Esther,Vaughn,0.94
Avclrev,Velaz9uez,Audrey,Velazquez,0.88
Gvadajvpe,Dow1iri9,Guadalupe,Dowling,0.74
Jol>m,Hernanc|e2,John,Hernandez,0.55
Frec|,Ratrier,Fred,Ratner,0.89
Je5v5,Beaslev,Jesus,Beasley,0.71
Kimbenv,Darrne,Kimberly,Dame,0.51
Daw'lii,Grifemajefermalein,Dawn,Grifemalefemalein,0.5
Ralpb,Ferrejra,Ralph,Ferreira,0.93
Catl>v,Well5,Cathy,Wells,0.6
Stepbam'le,Martiiiie2,Stephanie,Martinez,0.8
Serg1o,Pavjev,Sergio,Pauley,0.06
Jamice,Johnsori,Janice,Johnson,0.57
Jai:ie5,Beaziey,James,Beazley,0.08
Er1l<,Siil:th,Erik,Smith,0.81
Kathjeern,Duma5,Kathleen,Dumas,0.74
L0:5,Adaiiis,Lois,Adams,0.51
Nancv,Goicleri,Nancy,Golden,0.1
Michaej,Levim,Michael,Levin,0.74
Jobr:,Lecbuga,John,Lechuga,0.89
Elizabetb,Werier,Elizabeth,Werner,0.94
Ronalcl,Smltb,Ronald,Smith,0.93
Brac'l,Barfenalelelcl,Brad,Barfemaleield,0.07
Jviiie,Yar:9,June,Yang,0.65
Steue,G0re,Steve,Gore,0.94
Sa:|y,Thoma5,Sally,Thomas,0.81
Mjcbaej,Smjt1>,Michael,Smith,0.72
Cbrlstirie,Erick5on,Christine,Erickson,0.1
Caiiier0m,Yl0arra,Cameron,Ybarra,0.71
Lavra,Nicloola5,Laura,Nicholas,0.77
Kiiiil>er1ee,Mccartbu,Kimberlee,Mccarthy,0.72
Mar:a,Norvuo0d,Maria,Norwood,0.1
Rayrmorid,Kimq,Raymond,King,0.52
Roj0ert,Bea|e,Robert,Beale,0.86
A5hleu,Hernande2,Ashley,Hernandez,0.83
Stephem,Mcfemaleaclcleri,Stephen,Mcfemaleadden,0.94
Dar1eiiie,Shankjin,Darlene,Shanklin,0.09
Framces,Wa1j5,Frances,Walls,0.93
Betl0,Fncldie,Beth,Friddle,0.96
Leoja,Marr0quin,Leola,Marroquin,0.95
G:1loert,Cope|amcl,Gilbert,Copeland,0.010496992
Ros5,Lyorl5,Ross,Lyons,0.67
Jame5,Femnel1,James,Fennell,0.68
Wil|je,Dver,Willie,Dyer,0.05
Ricloarcl,Roherts,Richard,Roberts,0.99
Ro|>erta,Va5qve2,Roberta,Vasquez,0.92
J0bri,Roclr:9uez,John,Rodriguez,0.85
Sanc:ra,G0nzalez,Sandra,Gonzalez,0.76
Kareri,Samchez,Karen,Sanchez,0.66
Rol>ert,Rus5ell,Robert,Russell,0.69
Breliit,Cricbt0m,Brent,Crichton,0.89
Caro|vri,Stari<s,Carolyn,Starks,0.54
Artbyr,Velas4uez,Arthur,Velasquez,0.6
Peter,Per:njngton,Peter,Pennington,0.96
Marv,Sbea|ev,Mary,Shealey,0.91
Geor9e,Be5s,George,Bess,0.51
Jar|et,Bai<er,Janet,Baker,0.59
Este||,Woodberrv,Estell,Woodberry,0.06
Lesj'ie,G0n2ajes,Leslie,Gonzales,0.53
L0rra'lrie,S0kol,Lorraine,Sokol,0.94
Wi|iie,Sanpson,Willie,Sampson,0.79
Eua,Morr:s,Eva,Morris,0.84
Caroi,Hl1|,Carol,Hill,0.51
Le0,Lee,Leo,Lee,0.88
Er1c,Pbi1lip5,Eric,Phillips,0.65
Dor'jna,Vasgvez,Donna,Vasquez,0.8
Matthevv,Hicla|g0,Matthew,Hidalgo,0.72
Ramda11,Harjlev,Randall,Hanley,0.8
Dlnab,Dela9arza,Dinah,Delagarza,0.76
Ram0rj,Rolob'lms,Ramon,Robbins,0.56
E|j2abeth,Ca1cler0n,Elizabeth,Calderon,0.5
Jame5,Shelleribarger,James,Shellenbarger,0.85
M'lcbae1,Picov,Michael,Picou,0.72
Jodv,Pere2,Jody,Perez,0.7
Wi|llan,Bailev,William,Bailey,0.77
Liric1a,Bryce,Linda,Bruce,0.79
Geor9e,Wei91>t,George,Weight,0.71
Shir|ev,H051er,Shirley,Hosler,0.58
Day:cl,Mojjrio,David,Molino,0.66
Marv,Orte4a,Mary,Ortega,0.85
Susam,Waiters,Susan,Walters,0.83
Jeamette,J0hnson,Jeanette,Johnson,0.56
Cincjv,M'l11er,Cindy,Miller,0.62
Dannv,Barmes,Danny,Barnes,0.67
N0ra,Stever'lsori,Nora,Stevenson,0.64
Keuin,Benauicies,Kevin,Benavides,0.09
Elearior,M0odu,Eleanor,Moody,0.6
Ru1>eiii,Zarnora,Ruben,Zamora,0.08
Jerinifermaleer,Sheperci,Jennifemaleer,Sheperd,1
A1'jce,Welol>,Alice,Webb,0.87
Emi'l:ett,Quinr'1,Emmett,Quinn,0.85
Svsarn,Morrriam,Susan,Morman,0.82
Adrlemrie,Arcbv1eta,Adrienne,Archuleta,0.95
Jame5,Pari1<ev,James,Pankey,0.93
Mer1e,Phil|ips,Merle,Phillips,0.73
Carnen,Cunnjmgham,Carmen,Cunningham,0.07
Rohert,Dree5,Robert,Drees,0.86
Jarec1,El|l0t,Jared,Elliot,0.63
Tr'lsh,Keliey,Trish,Kelley,0.54
All>ert,Wri4ht,Albert,Wright,0.58
Jaci<,R0clnguez,Jack,Rodriguez,0.71
Davym,Marbur4er,Dawn,Marburger,0.76
Peter,Jacl<50n,Peter,Jackson,0.84
Clajre,Ga5s,Claire,Gass,0.05
Domrna,Gu:terrez,Donna,Guiterrez,0.85
Sara,L0pez,Sara,Lopez,0.66
Jarie5,Cntter'lden,James,Crittenden,0.5
Lat0nia,Bradbvru,Latonia,Bradbury,0.91
Wi|s0ri,John5on,Wilson,Johnson,0.94
Grace,R0th,Grace,Roth,1
Thoi::as,Cor|ev,Thomas,Corley,0.96
Mavra,Rou55e1,Mayra,Roussel,0.53
Dayici,Rodr'lquez,David,Rodriguez,0.63
Katby,Gamo,Kathy,Gano,0.77
Bremda,Richarcisori,Brenda,Richardson,0.91
Melv:n,Crvtcbfemaleie1d,Melvin,Crutchfemaleield,0.81
Tifema|eferna|eany,C00lc,Tifemalefemaleany,Cook,0.92
Waiter,Carr,Walter,Carr,0.58
Loujs,Morrovv,Louis,Morrow,0.73
Marv,Mcarc1le,Mary,Mcardle,0.89
Ai1>ert,Counc'j|,Albert,Council,0.68
Jefema|efeiiialerey,Carro:l,Jefemalefemalerey,Carroll,0.55
Gerie,Lafemaje0ncl,Gene,Lafemaleond,0.019425271
Juliaria,L0pp,Juliana,Lopp,0.52
Rut|>,Harr15,Ruth,Harris,0.08
Gera1ci,Sch0enl>er9er,Gerald,Schoenberger,0.75
Jo5epl>,Oc0nr:er,Joseph,Oconner,0.83
W:ll:arn,Hoocl,William,Hood,0.98
Jvst:ri,Busb,Justin,Bush,0.5
Jennjfenajeer,J0nes,Jennifemaleer,Jones,0.08
Jearirle,Bal|,Jeanne,Ball,0.61
Lype,R0an,Lupe,Roan,0.64
Sc0tt,Berijanim,Scott,Benjamin,0.81
Christiari,Nu9ent,Christian,Nugent,0.99
Kareii:,Stag9s,Karen,Staggs,0.04
Dam:eile,Gar2a,Danielle,Garza,0.68
Daiiliel,Geor9e,Daniel,George,0.58
Pameia,Earn5havy,Pamela,Earnshaw,0.61
Ju1es,Brovvn,Jules,Brown,0.78
Namcy,Ree5e,Nancy,Reese,0.79
Bir9it,Ba|<er,Birgit,Baker,0.95
Erjm,Ca5h,Erin,Cash,0.007968309
Jac9veiine,Sweemeu,Jacqueline,Sweeney,0.96
Thoii'la5,Aiejj0,Thomas,Aiello,0.54
Rolaiiicl,Gar2a,Roland,Garza,0.83
Judltb,Nelsori,Judith,Nelson,0.08
Mari<,Mcl>ride,Mark,Mcbride,0.76
Lirjcla,O5wait,Linda,Oswalt,0.85
Marla,Gomzaies,Maria,Gonzales,0.95
Va|erie,Lel>lanc,Valerie,Leblanc,0.73
Micbae|,Moronev,Michael,Moroney,0.72
M'lchaej,Yoyn9,Michael,Young,0.97
Ro1>ert,Ravvls,Robert,Rawls,0.77
Trev0r,Allls0ri,Trevor,Allison,0.5
Marshali,Starlc,Marshall,Stark,0.69
Maruin,Jaiiies,Marvin,James,0.97
Katbrun,Myer5,Kathryn,Myers,0.94
R0j>ert,Ott,Robert,Ott,0.54
Rvben,Rud0|pb,Ruben,Rudolph,0.5
Tbere5a,C0b|>s,Theresa,Cobbs,0.95
Pattv,Dic|<,Patty,Dick,0.57
Coc1v,Je5v5,Cody,Jesus,0.91
C1vcle,Trapp,Clyde,Trapp,0.56
Warrerm,Carv,Warren,Cary,0.78
Lype,Lec|erc,Lupe,Leclerc,0.81
Harrv,Jaclcs0m,Harry,Jackson,0.88
Ermest,Alexarjcler,Ernest,Alexander,0.9
Michaei,Bajer,Michael,Baier,0.09
Dam0rl,T5ao,Damon,Tsao,0.58
Marv,Nic1cej,Mary,Nickel,0.1
Kav|a,H0ppe,Kayla,Hoppe,0.6
Cathv,Willians,Cathy,Williams,0.68
M'lcbaei,Wvlle,Michael,Wylie,0.65
Krv5ta|,Moocly,Krystal,Moody,0.51
Ravrn0nd,Suke5,Raymond,Sykes,1
Ja5on,Daws0n,Jason,Dawson,0.64
Wil'l'lam,Martlr:ez,William,Martinez,0.52
Saluacl0r,Donjeu,Salvador,Donley,0.98
Jarnes,Greerl,James,Green,0.08
Herir'iette,Watcbman,Henriette,Watchman,0.62
Sbaron,Swi9art,Sharon,Swigart,0.79
Bonri'je,Kems,Bonnie,Kerns,0.74
Co|lette,Sb0rt,Collette,Short,0.09
Tboiiia5,Crarjer,Thomas,Cramer,0.8
R0hert,Du1ac,Robert,Dulac,0.98
Phill'lp,Hur|ey,Phillip,Hurley,0.71
Darn:el,Carrl9ari,Daniel,Carrigan,0.08
Berrnarcl,Speece,Bernard,Speece,0.08
J0aiii,Treat,Joan,Treat,0.84
Daue,Spericer,Dave,Spencer,0.96
Saridy,Shirev,Sandy,Shirey,0.86
Tberesa,Tvrnage,Theresa,Turnage,0.53
Pajiie1a,Schariic,Pamela,Schank,0.52
Reg:iiia,Hect0r,Regina,Hector,0.77
Wi11lam,Yovnq,William,Young,0.79
Sheru1,Barriett,Sheryl,Barnett,0.52
Glenc'la,Mart|ri,Glenda,Martin,0.52
Daujcl,Allem,David,Allen,0.51
Marilum,Logsdom,Marilyn,Logsdon,0.09
Gaj|,Perkirn5,Gail,Perkins,0.99
Micbael,Harri5,Michael,Harris,0.08
An9je,Bovcj,Angie,Boyd,0.82
Caro1yri,Bett5,Carolyn,Betts,0.1
Johnmie,R'|karcl,Johnnie,Rikard,0.89
Limc|a,Kenmedy,Linda,Kennedy,0.51
Cirndv,Serrajiio,Cindy,Serrano,0.93
Narncv,Quirir'l,Nancy,Quinn,0.74
Geor9e,Reec|,George,Reed,0.03
Tr0u,Moloerq,Troy,Moberg,0.06
Tboi:ias,Bvt'ler,Thomas,Butler,0.88
Mejyln,C0oper,Melvin,Cooper,0.68
Rerie,Coolc,Rene,Cook,0.51
Mar1<,Wa1|<er,Mark,Walker,0.96
Sylvla,Boome,Sylvia,Boone,0.62
Way'liie,Sn:tb,Wayne,Smith,0.73
Jefermalefernaleery,Speer,Jefemalefemaleery,Speer,0.94
Mohar:ed,Fucbs,Mohamed,Fuchs,0.84
Frecl,R0bert50n,Fred,Robertson,0.03
L'lnda,J0iiies,Linda,Jones,0.66
Patnc'ja,W00cl,Patricia,Wood,0.010308001
Jearm,Defemaiei|ippo,Jean,Defemaleilippo,0.86
Sara,D:x0m,Sara,Dixon,0.98
Car0ivn,Scbram,Carolyn,Schram,0.05
Er'jc,Weyiii0utb,Eric,Weymouth,0.87
Patrlcia,Schaefemalefeliialeer,Patricia,Schaefemalefemaleer,0.56
Rolar:cl,Howe1l,Roland,Howell,0.52
Benjamjrj,Wat5or:,Benjamin,Watson,0.94
Me9an,F05ter,Megan,Foster,0.7
Declra,Ci0tti,Dedra,Ciotti,0.77
Jocly,Ban:<s,Jody,Banks,0.03
Chnst0pber,C0x,Christopher,Cox,0.97
Jeremv,Ba:er,Jeremy,Baier,0.92
Ai|ce,Plvniee,Alice,Plumlee,0.85
Ethari,Leumq,Ethan,Leung,0.08
Matthevv,Frarik,Matthew,Frank,0.92
Josepb,Burlce,Joseph,Burke,0.69
Ear1,Rjo,Earl,Rio,0.94
Jema:ne,P0pe,Jermaine,Pope,0.97
Llsa,Ander50m,Lisa,Anderson,0.72
Johr:my,Sc0tt,Johnny,Scott,0.93
Daujcl,Alfemaleorcl,David,Alfemaleord,0.9
Trov,Renferia|erow,Troy,Renfemalerow,1
Bramdoiii,Po0ie,Brandon,Poole,0.77
Bilije,Siiijp5on,Billie,Simpson,0.79
Apr|j,W0lters,April,Wolters,0.9
Heri:ielimda,Smltb,Hermelinda,Smith,0.66
R0bert,Tuiiier,Robert,Turner,0.77
Bemjt0,Hub|oarcl,Benito,Hubbard,0.04
Lvcijle,Burlcloalter,Lucille,Burkhalter,0.89
Je5sica,Seryais,Jessica,Servais,0.9
C0nri'le,Jobn50n,Connie,Johnson,0.71
Brvce,Hougbton,Bruce,Houghton,0.04
Ge0rqe,But1er,George,Butler,0.56
T:motbv,Steveris,Timothy,Stevens,0.03
Chri5t'jne,Kacznare|<,Christine,Kaczmarek,0.95
Ryaili,L0qan,Ryan,Logan,0.83
Kel|ie,Richarc|s0n,Kellie,Richardson,0.06
Edvvard,Atchi50m,Edward,Atchison,0.87
